"TimeStamp","RocketName","freq","counter","state","gps_latitude","gps_longitude","altitude","apogee","voltageMon","last_ack","last_nack","RSSI","SNR","PacketLength"
"14:59:55","<2>",921,59,"COASTING",15.034983,100.915798,1085.7913,86.8286,0,6,0,-94,7.5,72
"14:59:57","<2>",921,60,"COASTING",15.035143,100.915173,1122.2069,123.2443,0,6,0,-96,7,73
"14:59:59","<2>",921,61,"COASTING",15.032143,100.915173,1126.4935,128.3163,0,6,0,-105,2.25,73
"15:00:01","<2>",921,62,"DROG_DESC",15.035143,100.915173,1098.5533,128.3163,0,6,0,-99,5.5,74
"15:00:03","<2>",921,63,"MAIN_DESC",15.035143,100.915173,1040.0814,128.3163,0,6,0,-103,3.5,74
"15:00:05","<2>",921,64,"MAIN_DESC",15.035143,100.915173,953.9618,128.3163,0,6,0,-101,3.5,73
"15:00:07","<2>",921,65,"LANDED",15.035143,100.915173,832.2857,128.3163,0,6,0,-99,5.5,70
"15:00:09","<2>",921,66,"LANDED",15.035143,100.915173,699.2946,128.3163,0,6,0,-90,7,70
"15:00:11","<2>",921,67,"LANDED",15.033193,100.914518,527.8241,128.3163,0,6,0,-104,0.25,70
"15:00:13","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:16","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:18","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:20","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:22","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:24","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:26","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:28","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:30","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:32","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:34","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:37","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:39","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:41","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:43","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:45","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:47","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:49","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:51","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:53","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:55","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:00:58","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:00","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:02","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:04","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:06","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:08","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:10","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:12","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:14","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:17","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:19","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:21","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:23","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:25","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:27","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:29","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:31","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:33","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:35","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:38","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:40","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:42","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:44","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:46","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:48","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:50","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:52","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:54","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:56","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:01:59","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:01","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:03","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:05","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:07","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:09","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:11","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:13","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:15","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:17","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:20","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:22","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:24","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
"15:02:26","<2>",921,68,"LANDED",15.033193,100.914518,338.1425,128.3163,"`.00",6,"0j",-101,1.5,70
